Sword	Refinement	Artifact set	Mainstats	E optimized substat ATK%/DEF%/CR/CD	Rotation optimized substat ATK%/DEF%/CR/CD	E optimized damage	Rotation optimized damage
Silver Sword	4	2-petra-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	5	2-petra-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	1	2-def-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	2	2-def-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	3	2-def-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	4	2-def-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	5	2-def-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	1	2-def-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	2	2-def-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	3	2-def-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	4	2-def-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	5	2-def-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	1	2-def-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	2	2-def-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	3	2-def-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	4	2-def-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	5	2-def-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	1	2-gamb-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	2	2-gamb-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	3	2-gamb-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	4	2-gamb-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	5	2-gamb-2-glad	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	1	2-gamb-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	2	2-gamb-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	3	2-gamb-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	4	2-gamb-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	5	2-gamb-2-no	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	1	2-gamb-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	2	2-gamb-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	3	2-gamb-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	4	2-gamb-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	5	2-gamb-2-petra	ATK%/DEF%/DEF%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	1	2-glad-2-petra	ATK%/DEF%/CR	0/20/0/0	0/19/0/1	10075.1403214368	174356.670673961
Silver Sword	2	2-glad-2-petra	ATK%/DEF%/CR	0/20/0/0	0/19/0/1	10075.1403214368	174356.670673961
Silver Sword	3	2-glad-2-petra	ATK%/DEF%/CR	0/20/0/0	0/19/0/1	10075.1403214368	174356.670673961
Silver Sword	4	2-glad-2-petra	ATK%/DEF%/CR	0/20/0/0	0/19/0/1	10075.1403214368	174356.670673961
Silver Sword	5	2-glad-2-petra	ATK%/DEF%/CR	0/20/0/0	0/19/0/1	10075.1403214368	174356.670673961
Silver Sword	1	2-glad-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	9024.1868803968	158561.35770854595
Silver Sword	2	2-glad-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	9024.1868803968	158561.35770854595
Silver Sword	3	2-glad-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	9024.1868803968	158561.35770854595
Silver Sword	4	2-glad-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	9024.1868803968	158561.35770854595
Silver Sword	5	2-glad-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	9024.1868803968	158561.35770854595
Silver Sword	1	2-petra-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	10075.1403214368	174877.6803626492
Silver Sword	2	2-petra-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	10075.1403214368	174877.6803626492
Silver Sword	3	2-petra-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	10075.1403214368	174877.6803626492
Silver Sword	4	2-petra-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	10075.1403214368	174877.6803626492
Silver Sword	5	2-petra-2-no	ATK%/DEF%/CR	0/20/0/0	0/18/0/2	10075.1403214368	174877.6803626492
Silver Sword	1	2-def-2-glad	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	162784.7251817355
Silver Sword	2	2-def-2-glad	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	162784.7251817355
Silver Sword	3	2-def-2-glad	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	162784.7251817355
Silver Sword	4	2-def-2-glad	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	162784.7251817355
Silver Sword	5	2-def-2-glad	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	162784.7251817355
Silver Sword	1	2-def-2-no	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	163536.50866235065
Silver Sword	2	2-def-2-no	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	163536.50866235065
Silver Sword	3	2-def-2-no	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	163536.50866235065
Silver Sword	4	2-def-2-no	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	163536.50866235065
Silver Sword	5	2-def-2-no	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	9669.913323839999	163536.50866235065
Silver Sword	1	2-def-2-petra	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	10796.067825839998	180449.91005731578
Silver Sword	2	2-def-2-petra	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	10796.067825839998	180449.91005731578
Silver Sword	3	2-def-2-petra	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	10796.067825839998	180449.91005731578
Silver Sword	4	2-def-2-petra	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	10796.067825839998	180449.91005731578
Silver Sword	5	2-def-2-petra	ATK%/DEF%/CR	0/20/0/0	0/17/0/3	10796.067825839998	180449.91005731578
Silver Sword	1	2-gamb-2-glad	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169022.3330322564
Silver Sword	2	2-gamb-2-glad	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169022.3330322564
Silver Sword	3	2-gamb-2-glad	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169022.3330322564
Silver Sword	4	2-gamb-2-glad	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169022.3330322564
Silver Sword	5	2-gamb-2-glad	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169022.3330322564
Silver Sword	1	2-gamb-2-no	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169693.4518106544
Silver Sword	2	2-gamb-2-no	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169693.4518106544
Silver Sword	3	2-gamb-2-no	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169693.4518106544
Silver Sword	4	2-gamb-2-no	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169693.4518106544
Silver Sword	5	2-gamb-2-no	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	10063.539999359999	169693.4518106544
Silver Sword	1	2-gamb-2-petra	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	11078.00975736	184994.60083137688
Silver Sword	2	2-gamb-2-petra	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	11078.00975736	184994.60083137688
Silver Sword	3	2-gamb-2-petra	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	11078.00975736	184994.60083137688
Silver Sword	4	2-gamb-2-petra	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	11078.00975736	184994.60083137688
Silver Sword	5	2-gamb-2-petra	ATK%/DEF%/CR	0/20/0/0	0/20/0/0	11078.00975736	184994.60083137688
Silver Sword	1	2-glad-2-petra	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	170818.08133628586
Silver Sword	2	2-glad-2-petra	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	170818.08133628586
Silver Sword	3	2-glad-2-petra	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	170818.08133628586
Silver Sword	4	2-glad-2-petra	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	170818.08133628586
Silver Sword	5	2-glad-2-petra	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	170818.08133628586
Silver Sword	1	2-glad-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	8521.304432723711	155926.2031729116
Silver Sword	2	2-glad-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	8521.304432723711	155926.2031729116
Silver Sword	3	2-glad-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	8521.304432723711	155926.2031729116
Silver Sword	4	2-glad-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	8521.304432723711	155926.2031729116
Silver Sword	5	2-glad-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	8521.304432723711	155926.2031729116
Silver Sword	1	2-petra-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	171459.0912712023
Silver Sword	2	2-petra-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	171459.0912712023
Silver Sword	3	2-petra-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	171459.0912712023
Silver Sword	4	2-petra-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	171459.0912712023
Silver Sword	5	2-petra-2-no	ATK%/DEF%/CD	0/11/9/0	0/8/12/0	9513.692371317311	171459.0912712023
Silver Sword	1	2-def-2-glad	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	161179.41093933774
Silver Sword	2	2-def-2-glad	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	161179.41093933774
Silver Sword	3	2-def-2-glad	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	161179.41093933774
Silver Sword	4	2-def-2-glad	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	161179.41093933774
Silver Sword	5	2-def-2-glad	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	161179.41093933774
Silver Sword	1	2-def-2-no	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	162104.47686583153
Silver Sword	2	2-def-2-no	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	162104.47686583153
Silver Sword	3	2-def-2-no	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	162104.47686583153
Silver Sword	4	2-def-2-no	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	162104.47686583153
Silver Sword	5	2-def-2-no	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	9289.895454710728	162104.47686583153
Silver Sword	1	2-def-2-petra	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	10371.793217293498	178359.68883716594
Silver Sword	2	2-def-2-petra	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	10371.793217293498	178359.68883716594
Silver Sword	3	2-def-2-petra	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	10371.793217293498	178359.68883716594
Silver Sword	4	2-def-2-petra	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	10371.793217293498	178359.68883716594
Silver Sword	5	2-def-2-petra	ATK%/DEF%/CD	0/9/11/0	0/6/14/0	10371.793217293498	178359.68883716594
Silver Sword	1	2-gamb-2-glad	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	162745.09757371037
Silver Sword	2	2-gamb-2-glad	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	162745.09757371037
Silver Sword	3	2-gamb-2-glad	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	162745.09757371037
Silver Sword	4	2-gamb-2-glad	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	162745.09757371037
Silver Sword	5	2-gamb-2-glad	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	162745.09757371037
Silver Sword	1	2-gamb-2-no	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	163558.7952949649
Silver Sword	2	2-gamb-2-no	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	163558.7952949649
Silver Sword	3	2-gamb-2-no	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	163558.7952949649
Silver Sword	4	2-gamb-2-no	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	163558.7952949649
Silver Sword	5	2-gamb-2-no	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	9430.070362873308	163558.7952949649
Silver Sword	1	2-gamb-2-petra	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	10380.682294614568	177858.05004748053
Silver Sword	2	2-gamb-2-petra	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	10380.682294614568	177858.05004748053
Silver Sword	3	2-gamb-2-petra	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	10380.682294614568	177858.05004748053
Silver Sword	4	2-gamb-2-petra	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	10380.682294614568	177858.05004748053
Silver Sword	5	2-gamb-2-petra	ATK%/DEF%/CD	0/12/8/0	0/9/11/0	10380.682294614568	177858.05004748053
Silver Sword	1	2-glad-2-petra	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	205833.077665978
Silver Sword	2	2-glad-2-petra	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	205833.077665978
Silver Sword	3	2-glad-2-petra	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	205833.077665978
Silver Sword	4	2-glad-2-petra	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	205833.077665978
Silver Sword	5	2-glad-2-petra	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	205833.077665978
Silver Sword	1	2-glad-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	11075.195125209602	186727.09234339913
Silver Sword	2	2-glad-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	11075.195125209602	186727.09234339913
Silver Sword	3	2-glad-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	11075.195125209602	186727.09234339913
Silver Sword	4	2-glad-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	11075.195125209602	186727.09234339913
Silver Sword	5	2-glad-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	11075.195125209602	186727.09234339913
Silver Sword	1	2-petra-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	206002.06984420575
Silver Sword	2	2-petra-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	206002.06984420575
Silver Sword	3	2-petra-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	206002.06984420575
Silver Sword	4	2-petra-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	206002.06984420575
Silver Sword	5	2-petra-2-no	DEF%/DEF%/DEF%	0/19/1/0	0/0/13/7	12365.0082220896	206002.06984420575
Silver Sword	1	2-def-2-glad	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	192574.95658584315
Silver Sword	2	2-def-2-glad	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	192574.95658584315
Silver Sword	3	2-def-2-glad	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	192574.95658584315
Silver Sword	4	2-def-2-glad	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	192574.95658584315
Silver Sword	5	2-def-2-glad	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	192574.95658584315
Silver Sword	1	2-def-2-no	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	193109.16261027326
Silver Sword	2	2-def-2-no	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	193109.16261027326
Silver Sword	3	2-def-2-no	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	193109.16261027326
Silver Sword	4	2-def-2-no	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	193109.16261027326
Silver Sword	5	2-def-2-no	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	11658.61743004953	193109.16261027326
Silver Sword	1	2-def-2-petra	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	13016.375671126725	213560.42183042286
Silver Sword	2	2-def-2-petra	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	13016.375671126725	213560.42183042286
Silver Sword	3	2-def-2-petra	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	13016.375671126725	213560.42183042286
Silver Sword	4	2-def-2-petra	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	13016.375671126725	213560.42183042286
Silver Sword	5	2-def-2-petra	DEF%/DEF%/DEF%	0/0/13/7	0/0/13/7	13016.375671126725	213560.42183042286
Silver Sword	1	2-gamb-2-glad	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	200845.02981525214
Silver Sword	2	2-gamb-2-glad	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	200845.02981525214
Silver Sword	3	2-gamb-2-glad	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	200845.02981525214
Silver Sword	4	2-gamb-2-glad	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	200845.02981525214
Silver Sword	5	2-gamb-2-glad	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	200845.02981525214
Silver Sword	1	2-gamb-2-no	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	201212.91604210177
Silver Sword	2	2-gamb-2-no	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	201212.91604210177
Silver Sword	3	2-gamb-2-no	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	201212.91604210177
Silver Sword	4	2-gamb-2-no	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	201212.91604210177
Silver Sword	5	2-gamb-2-no	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	12476.80464768	201212.91604210177
Silver Sword	1	2-gamb-2-petra	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	13734.54705168	220115.19719342975
Silver Sword	2	2-gamb-2-petra	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	13734.54705168	220115.19719342975
Silver Sword	3	2-gamb-2-petra	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	13734.54705168	220115.19719342975
Silver Sword	4	2-gamb-2-petra	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	13734.54705168	220115.19719342975
Silver Sword	5	2-gamb-2-petra	DEF%/DEF%/DEF%	0/20/0/0	0/17/3/0	13734.54705168	220115.19719342975
Silver Sword	1	2-glad-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178375.897575216
Silver Sword	2	2-glad-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178375.897575216
Silver Sword	3	2-glad-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178375.897575216
Silver Sword	4	2-glad-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178375.897575216
Silver Sword	5	2-glad-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178375.897575216
Silver Sword	1	2-glad-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	9453.65436288	161768.403282816
Silver Sword	2	2-glad-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	9453.65436288	161768.403282816
Silver Sword	3	2-glad-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	9453.65436288	161768.403282816
Silver Sword	4	2-glad-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	9453.65436288	161768.403282816
Silver Sword	5	2-glad-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	9453.65436288	161768.403282816
Silver Sword	1	2-petra-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	2	2-petra-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	3	2-petra-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	4	2-petra-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	5	2-petra-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10554.623426879998	178813.800753336
Silver Sword	1	2-def-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	2	2-def-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	3	2-def-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	4	2-def-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	5	2-def-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165317.59454110326
Silver Sword	1	2-def-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	2	2-def-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	3	2-def-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	4	2-def-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	5	2-def-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	10014.32323584	165945.03260851046
Silver Sword	1	2-def-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	2	2-def-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	3	2-def-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	4	2-def-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	5	2-def-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/19/1/0	11180.58758784	183491.56372183145
Silver Sword	1	2-gamb-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	2	2-gamb-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	3	2-gamb-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	4	2-gamb-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	5	2-gamb-2-glad	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	174799.60759202
Silver Sword	1	2-gamb-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	2	2-gamb-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	3	2-gamb-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	4	2-gamb-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	5	2-gamb-2-no	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	10607.36822784	175382.32402391997
Silver Sword	1	2-gamb-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	2	2-gamb-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	3	2-gamb-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	4	2-gamb-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	5	2-gamb-2-petra	DEF%/DEF%/ATK%	0/20/0/0	0/20/0/0	11676.65937984	191494.715630045
Silver Sword	1	2-glad-2-petra	DEF%/DEF%/CR	0/17/0/3	0/3/7/10	12187.841650612992	207299.71674047463
Silver Sword	2	2-glad-2-petra	DEF%/DEF%/CR	0/17/0/3	0/3/7/10	12187.841650612992	207299.71674047463
Silver Sword	3	2-glad-2-petra	DEF%/DEF%/CR	0/17/0/3	0/3/7/10	12187.841650612992	207299.71674047463
Silver Sword	4	2-glad-2-petra	DEF%/DEF%/CR	0/17/0/3	0/3/7/10	12187.841650612992	207299.71674047463
Silver Sword	5	2-glad-2-petra	DEF%/DEF%/CR	0/17/0/3	0/3/7/10	12187.841650612992	207299.71674047463
